code,category,date,time_start,time_end,location,lat,lng
209,自行車竊盜,2015-07-22,10,12,臺北市北投區永明里立農街2段331~360號,25.1189495,121.5182159
210,自行車竊盜,2015-07-26,12,14,臺北市中正區新營里羅斯福路1段1~30號,25.0344194,121.5173157
211,自行車竊盜,2015-07-27,08,10,臺北市南港區成福里成福路241~270號,25.0394055,121.5897889
212,自行車竊盜,2015-07-27,20,22,臺北市大安區古莊里浦城街1~30號,25.0246528,121.5281006
213,自行車竊盜,2015-07-28,18,20,臺北市士林區義信里中山北路5段61~90號,25.0836168,121.5255946
214,自行車竊盜,2015-08-01,12,14,臺北市文山區興福里13鄰興隆路2段22巷8弄1~30號,24.998005,121.545432
215,自行車竊盜,2015-08-02,10,12,臺北市中山區民族東路181~210號,25.0681591,121.5410576
216,自行車竊盜,2015-08-03,00,02,臺北市信義區長春里虎林街82巷1~30號,25.043422,121.577014
217,自行車竊盜,2015-08-03,14,16,臺北市文山區景華里三福街1~30號,24.9961299,121.541519
218,自行車竊盜,2015-08-04,06,08,臺北市北投區榮光里西安街1段(石牌捷運站2號,25.1144046,121.515609
219,自行車竊盜,2015-08-05,20,22,臺北市內湖區內湖路1段387巷3弄1~30號,25.0823012,121.5709187
220,自行車竊盜,2015-08-06,02,04,臺北市信義區景勤里吳興街156巷31~60號,25.0282633,121.560446
221,自行車竊盜,2015-08-06,20,22,臺北市萬華區民和街31~60號,25.0257777,121.4992654
222,自行車竊盜,2015-08-07,18,20,臺北市北投區大同里光明路1~30號,25.131841,121.498633
223,自行車竊盜,2015-08-09,20,22,臺北市士林區福德里福德路1~30號,25.093535,121.52623
224,自行車竊盜,2015-08-10,12,14,臺北市南港區三重里三重路1~30號,25.0556136,121.6137698
225,自行車竊盜,2015-08-10,14,16,臺北市北投區大同里光明路1~30號,25.131841,121.498633
226,自行車竊盜,2015-08-10,20,22,臺北市北投區石牌里明德路91~120號,25.1090387,121.5188432
227,自行車竊盜,2015-08-14,00,02,臺北市南港區三重里(南港展覽館捷運站5號,25.0548748,121.6168358
228,自行車竊盜,2015-08-14,10,12,臺北市信義區永春里中坡北路15巷(口),25.0450229,121.5806579
229,自行車竊盜,2015-08-15,00,02,臺北市士林區文林路91~120號,25.0877799,121.5259623
230,自行車竊盜,2015-08-15,10,12,臺北市北投區承德路7段(洲美橋下),25.1148763,121.4995021
231,自行車竊盜,2015-08-16,00,02,臺北市信義區興隆里忠孝東路4段(國館捷運3號,25.0413783,121.5575216
232,自行車竊盜,2015-08-16,12,14,臺北市大安區建倫里忠孝東路4段121~150號,25.0417123,121.5484085
233,自行車竊盜,2015-08-17,20,22,臺北市南港區新光里忠孝東路6段451~480號,25.0506282,121.5937913
