code,category,date,time_start,time_end,location,lat,lng
154,汽車竊盜,2016-06-27,02,04,台北市萬華區雁鴨河濱公園,25.0387025,121.4952208
155,汽車竊盜,2016-06-27,20,22,台北市松山區富錦街77巷2弄,25.0602896,121.551453
156,汽車竊盜,2016-06-30,12,14,台北市士林區天母里15鄰天玉街81巷1~30號,25.1227941,121.530999
157,汽車竊盜,2016-07-06,18,20,台北市士林區福安里延平北路7段1~30號,25.0937189,121.497431
158,汽車竊盜,2016-07-13,06,08,台北市北投區智仁里中和街391~420號,25.1424961,121.4985671
159,汽車竊盜,2016-07-15,14,16,台北市北投區一德里中央北路4段515巷31~60號,25.1270106,121.4691993
160,汽車竊盜,2016-07-16,08,10,台北市文山區萬祥里景隆街1巷(口),25.0002856,121.5402367
161,汽車竊盜,2016-07-22,08,10,台北市信義區六合里松仁路228巷1~30號,25.0253089,121.5689213
162,汽車竊盜,2016-07-28,00,02,台北市萬華區柳鄉里3鄰桂林路246巷,25.0377503,121.4942538
163,汽車竊盜,2016-07-29,16,18,台北市內湖區東湖路121~150號,25.0683008,121.6164161
164,汽車竊盜,2016-07-31,06,08,台北市北投區八仙里大度路151~180號,25.1211798,121.4965332
165,汽車竊盜,2016-08-02,20,22,台北市文山區景美里羅斯福路6段331~360號,24.9937483,121.5413508
166,汽車竊盜,2016-08-03,12,14,台北市士林區永倫里通河西街2段181~210號,25.0932387,121.5047295
167,汽車竊盜,2016-08-08,02,04,台北市松山區濱江街841~870號,25.0713302,121.5594883
168,汽車竊盜,2016-08-08,12,14,台北市萬華區環河南路2段241~270號,25.0314128,121.490959
169,汽車竊盜,2016-08-09,12,14,台北市北投區中和里大屯路21巷2弄1~30號,25.143624,121.500099
170,汽車竊盜,2016-08-12,02,04,台北市士林區富洲里延平北路8段181~210號,25.1058438,121.4814149
171,汽車竊盜,2016-08-12,08,10,台北市文山區萬興里031鄰新光路2段91~120號,24.9988938,121.580603
172,汽車竊盜,2016-08-14,12,14,台北市萬華區西園路2段1~30號,25.0293413,121.4957544
173,汽車竊盜,2016-08-14,12,14,台北市萬華區艋舺大道260巷,25.0325854,121.498237
174,汽車竊盜,2016-08-15,00,02,台北市萬華區華中河濱公園,25.0154026,121.4947657
175,汽車竊盜,2016-08-15,10,12,台北市北投區奇岩里磺港路151~180號,25.1292654,121.5033136
176,汽車竊盜,2016-08-21,10,12,台北市士林區福安里延平北路7段177巷,25.0977966,121.4923278
177,汽車竊盜,2016-08-24,04,06,台北市士林區翠山里中社路1段11巷61~90號,25.1085078,121.5613401
178,汽車竊盜,2016-08-26,02,04,台北市士林區社子里通河西街1~30號,25.0923645,121.5091125
179,汽車竊盜,2016-08-28,22,24,台北市大安區住安里四維路91~120號,25.0324649,121.5481038
180,汽車竊盜,2016-08-31,02,04,台北市萬華區武昌街2段91~120號,25.0457499,121.5048005
181,汽車竊盜,2016-08-31,22,24,台北市士林區社子里2鄰通河西街2段1~30號,25.0903583,121.5108384
182,汽車竊盜,2016-09-04,10,12,台北市士林區永倫里延平北路6段481~510號,25.0925778,121.4987556
183,汽車竊盜,2016-09-04,12,14,台北市北投區稻香里稻香路181~210號,25.1431388,121.4885066
184,汽車竊盜,2016-09-10,02,04,台北市內湖區康樂街136巷29弄31~60號,25.072837,121.617992
185,汽車竊盜,2016-09-11,00,02,台北市北投區關渡里知行路292巷14弄,25.1216732,121.4687285
186,汽車竊盜,2016-09-21,04,06,台北市萬華區東園街121~150號,25.0251026,121.4969992
