code,category,date,time_start,time_end,location
134,住宅竊盜,2015-02-27,10,12,臺北市北投區中央里大興街24巷7弄1~30號
135,住宅竊盜,2015-02-28,20,22,臺北市內湖區週美里新明路3800巷4弄1~30號
136,住宅竊盜,2015-02-28,20,22,臺北市萬華區東園街73巷61~90號
137,住宅竊盜,2015-03-02,08,10,臺北市松山區八德路4段106巷6弄1~30號
138,住宅竊盜,2015-03-04,00,02,臺北市北投區福興里自強街5巷61~90號
139,住宅竊盜,2015-03-04,16,18,臺北市士林區社新里延平北路6段273巷1~30號
140,住宅竊盜,2015-03-04,16,18,臺北市內湖區湖興里成功路2段312巷31~60號
141,住宅竊盜,2015-03-05,04,06,臺北市北投區吉慶里11鄰致遠二路1~30號
142,住宅竊盜,2015-03-05,04,06,臺北市萬華區和平西路3段55巷8弄1~30號
143,住宅竊盜,2015-03-05,14,16,臺北市內湖區葫洲里2鄰民權東路6段280巷25弄6之1~30號
144,住宅竊盜,2015-03-06,04,06,臺北市松山區八德路3段121~150號
145,住宅竊盜,2015-03-06,20,22,臺北市大安區建安里忠孝東路4段181巷40弄1~30號
146,住宅竊盜,2015-03-07,04,06,臺北市北投區大同里大業路481~510號
147,住宅竊盜,2015-03-08,16,18,臺北市萬華區內江街151~180號
148,住宅竊盜,2015-03-08,22,24,臺北市萬華區中華路2段416巷1~30號
149,住宅竊盜,2015-03-09,04,06,臺北市文山區萬盛里羅斯福路5段61~90號
150,住宅竊盜,2015-03-10,00,02,臺北市士林區天母里中山北路7段219巷1~30號
151,住宅竊盜,2015-03-10,00,02,臺北市松山區八德路4段106巷10弄1~30號
152,住宅竊盜,2015-03-10,12,14,臺北市萬華區昆明街211~240號
153,住宅竊盜,2015-03-10,12,14,臺北市萬華區昆明街211~240號
154,住宅竊盜,2015-03-11,08,10,臺北市中山區新生北路22段58巷1~30號
155,住宅竊盜,2015-03-12,00,02,臺北市中正區水源里羅斯福路4段61~90號
156,住宅竊盜,2015-03-12,10,12,臺北市大同區至聖里大龍街259巷10弄1~30號
157,住宅竊盜,2015-03-12,16,18,臺北市大安區古莊里浦城街13巷1~30號
158,住宅竊盜,2015-03-13,02,04,臺北市北投區中庸里10鄰大同街181~210號
159,住宅竊盜,2015-03-13,22,24,臺北市中山區松江路37巷1~30號
160,住宅竊盜,2015-03-14,02,04,臺北市文山區試院里和興路91~120號
161,住宅竊盜,2015-03-15,02,04,臺北市萬華區長泰街271~300號
162,住宅竊盜,2015-03-16,02,04,臺北市萬華區中華路1段181~210號
