code,category,date,time_start,time_end,location
303,自行車竊盜,2015-10-10,20,22,臺北市信義區四育里虎林街46巷31~60號
304,自行車竊盜,2015-10-11,04,06,臺北市大同區揚雅里昌吉街61巷35弄1~30號
305,自行車竊盜,2015-10-11,04,06,臺北市大同區揚雅里昌吉街61巷35弄1~30號
306,自行車竊盜,2015-10-11,06,08,臺北市大同區蓬萊里重慶北路3段31~60號
307,自行車竊盜,2015-10-11,16,18,臺北市士林區葫東里延平北路5段211~240號
308,自行車竊盜,2015-10-12,16,18,臺北市大安區敦安里仁愛路與安和路口
309,自行車竊盜,2015-10-13,12,14,臺北市北投區一德里大度路3段296巷(關渡捷運站前自行車停放區)
310,自行車竊盜,2015-10-14,12,14,臺北市內湖區安泰街53巷1~30號
311,自行車竊盜,2015-10-15,08,10,臺北市中正區富水里思源街1~30號
312,自行車竊盜,2015-10-16,14,16,臺北市中山區德惠街1~30號
313,自行車竊盜,2015-10-19,06,08,臺北市中正區富水里思源街1~30號
314,自行車竊盜,2015-10-19,14,16,臺北市中正區幸市里忠孝東路二段91~120號
315,自行車竊盜,2015-10-21,18,20,臺北市大同區景星里伊寧街48巷1~30號
316,自行車竊盜,2015-10-23,08,10,臺北市大安區華聲里忠孝東路4段301~330號
317,自行車竊盜,2015-10-26,10,12,臺北市中正區板溪里和平西路1段31~60號
318,自行車竊盜,2015-10-26,20,22,臺北市文山區景華里景華街22巷1~30號
319,自行車竊盜,2015-10-27,06,08,臺北市文山區萬年里羅斯福路5段31~60號
320,自行車竊盜,2015-10-27,12,14,臺北市士林區聖山里忠誠路1段171巷10弄1~30號
321,自行車竊盜,2015-10-27,20,22,臺北市萬華區西昌街21巷1~30號
322,自行車竊盜,2015-11-01,12,14,臺北市大同區保安里重慶北路3段295巷21弄1~30號
323,自行車竊盜,2015-11-02,08,10,臺北市大同區永樂里民樂街31~60號
324,自行車竊盜,2015-11-03,14,16,臺北市中正區愛國西路與重慶南路(小南門站2號
