code,category,date,time_start,time_end,location,lat,lng
59,住宅竊盜,2015-01-26,08,10,臺北市大同區酒泉街103巷1~30號,25.072482,121.515248
60,住宅竊盜,2015-01-26,18,20,臺北市中正區水源里羅斯福路4段91~120號,25.0124332,121.5365488
61,住宅竊盜,2015-01-26,20,22,臺北市內湖區西康里4鄰文湖街11巷1~30號,25.0857438,121.559845
62,住宅竊盜,2015-01-27,02,04,臺北市中山區中山北路2段1~30號,25.054144,121.522435
63,住宅竊盜,2015-01-27,06,08,臺北市中山區民生東路3段9巷1~30號,25.0583355,121.5376308
64,住宅竊盜,2015-01-27,10,12,臺北市文山區景興路238巷1~30號,24.990607,121.542867
65,住宅竊盜,2015-01-27,10,12,臺北市文山區景興路238巷1~30號,24.990607,121.542867
66,住宅竊盜,2015-01-27,14,16,臺北市南港區東明里興華路64巷1~30號,25.055336,121.6054712
67,住宅竊盜,2015-01-27,16,18,臺北市大安區錦泰里15鄰金山南路2段121~150號,25.033194,121.526935
68,住宅竊盜,2015-01-27,16,18,臺北市文山區景興路238巷1~30號,24.990607,121.542867
69,住宅竊盜,2015-01-28,14,16,臺北市內湖區東湖里康樂街48巷18~1號,25.0691194,121.6174416
70,住宅竊盜,2015-01-29,12,14,臺北市松山區延壽街121~150號,25.05707,121.5647381
71,住宅竊盜,2015-01-29,12,14,臺北市信義區富台里忠孝東路5段423巷5弄1~30號,25.041661,121.575264
72,住宅竊盜,2015-01-30,12,14,臺北市信義區廣居里忠孝東路5段372巷27弄61~90號,25.0400079,121.575822
73,住宅竊盜,2015-01-31,00,02,臺北市南港區重陽路57巷1~30號,25.0561913,121.5967072
74,住宅竊盜,2015-02-01,00,02,臺北市北投區中心里中和街31~60號,25.1380276,121.5027198
75,住宅竊盜,2015-02-01,10,12,臺北市松山區敦化北路199巷100弄1~30號,25.0577366,121.550534
76,住宅竊盜,2015-02-01,10,12,臺北市北投區雙全街62巷1~30號,25.1375139,121.5006811
77,住宅竊盜,2015-02-01,18,20,臺北市信義區信義路6段15巷1~30號,25.0342949,121.5749952
78,住宅竊盜,2015-02-02,08,10,臺北市中正區網溪里廈門街91~120號,25.0242042,121.5174918
79,住宅竊盜,2015-02-02,20,22,臺北市北投區中心里中和街31~60號,25.1380276,121.5027198
80,住宅竊盜,2015-02-03,04,06,臺北市文山區木新里木新路2段161巷1~30號,24.983712,121.569032
81,住宅竊盜,2015-02-04,18,20,臺北市中山區農安街125巷1~30號,25.0650264,121.5298579
82,住宅竊盜,2015-02-05,02,04,臺北市士林區百齡里福港街211~240號,25.0856173,121.5176816
83,住宅竊盜,2015-02-05,04,06,臺北市內湖區樂康里康樂街111巷31~60號,25.0704821,121.6204763
84,住宅竊盜,2015-02-05,14,16,臺北市萬華區大理街170巷1~30號,25.0337934,121.4936294
85,住宅竊盜,2015-02-06,08,10,臺北市中山區合江街20巷1~30號,25.0550859,121.538119
86,住宅竊盜,2015-02-06,16,18,臺北市內湖區西湖里內湖路1段285巷69弄91~120號,25.0848348,121.5702358
87,住宅竊盜,2015-02-07,04,06,臺北市信義區黎安里和平東路路3段571~600號,25.0151229,121.5617241
88,住宅竊盜,2015-02-07,22,24,臺北市中正區三愛里新生南路1段121~150號,25.039036,121.5331209
89,住宅竊盜,2015-02-08,04,06,臺北市大安區新龍里信義路3段134巷91~120號,25.0288804,121.5395841
90,住宅竊盜,2015-02-09,02,04,臺北市文山區忠順里忠順街2段1~30號,24.9862845,121.5651366
91,住宅竊盜,2015-02-10,00,02,臺北市北投區大同路200巷1~30號,25.1417674,121.4649456
92,住宅竊盜,2015-02-10,10,12,臺北市士林區福志里志成路22巷15弄1~30號,25.0968364,121.530143
93,住宅竊盜,2015-02-11,16,18,臺北市內湖區葫洲里民權東路6段296巷38之1~30號,25.0717319,121.607159
94,住宅竊盜,2015-02-12,00,02,臺北市萬華區萬大路493巷48弄1~30號,25.0196858,121.4993801
95,住宅竊盜,2015-02-12,02,04,臺北市松山區撫遠街241~270號,25.0602897,121.5677259
96,住宅竊盜,2015-02-12,12,14,臺北市信義區松隆里松山路615巷1~30號,25.0368339,121.5788293
97,住宅竊盜,2015-02-12,20,22,臺北市文山區興安里22鄰景華街176巷7~1號,24.9968557,121.549329
98,住宅竊盜,2015-02-13,04,06,臺北市中山區八德路2段210巷1~30號,25.0459343,121.5391638
99,住宅竊盜,2015-02-13,08,10,臺北市中山區農安街1~30號,25.0650243,121.5233533
100,住宅竊盜,2015-02-14,08,10,臺北市士林區明勝里承德路4段12巷61~90號,25.0810864,121.519418
101,住宅竊盜,2015-02-15,08,10,臺北市中山區長安東路2段1~30號,25.0485907,121.5305285
102,住宅竊盜,2015-02-15,08,10,臺北市大安區法治里通化街173巷1~30號,25.027893,121.553726
103,住宅竊盜,2015-02-15,12,14,臺北市北投區吉利里20鄰石牌路1段39巷61~90號,25.1124156,121.5149198
104,住宅竊盜,2015-02-15,22,24,臺北市信義區和平東路3段661~690號,25.0123018,121.5634662
105,住宅竊盜,2015-02-16,00,02,臺北市信義區吳興街269巷1~30號,25.02768,121.563734
106,住宅竊盜,2015-02-16,12,14,臺北市中正區文盛里羅斯福路3段210巷8弄1~30號,25.0183725,121.529152
107,住宅竊盜,2015-02-16,14,16,臺北市內湖區新明路246巷3弄1~30號,25.0570536,121.5836643
108,住宅竊盜,2015-02-16,18,20,臺北市內湖區西湖里內湖路1段91巷121~150號,25.088452,121.562736
109,住宅竊盜,2015-02-16,22,24,臺北市松山區南京東路5段211~240號,25.05189,121.5578
110,住宅竊盜,2015-02-16,22,24,臺北市中山區南京路三民1號,25.051429,121.563858
111,住宅竊盜,2015-02-18,06,08,臺北市大同區民權里民權西路160巷30弄1~30號,25.0612817,121.5149664
112,住宅竊盜,2015-02-19,12,14,臺北市信義區黎忠里和平東路3段391巷8弄31~60號,25.0207337,121.5576168
113,住宅竊盜,2015-02-19,18,20,臺北市北投區文林里致遠一路1段125巷1~30號,25.1101849,121.5149386
114,住宅竊盜,2015-02-19,18,20,臺北市信義區四育里虎林街46巷1~30號,25.047126,121.5765989
115,住宅竊盜,2015-02-19,20,22,臺北市信義區四育里虎林街46巷1~30號,25.047126,121.5765989
116,住宅竊盜,2015-02-20,06,08,臺北市北投區文林里致遠一路1段31~60號,25.109894,121.514769
117,住宅竊盜,2015-02-21,18,20,臺北市大安區通化里17鄰通化街39巷62弄1~30號,25.0304576,121.5563679
118,住宅竊盜,2015-02-22,02,04,臺北市文山區樟新里樟新街32巷1~30號,24.978502,121.554827
119,住宅竊盜,2015-02-23,00,02,臺北市士林區義信里大南路61~90號,25.088998,121.524773
120,住宅竊盜,2015-02-23,12,14,臺北市南港區中南里中南街74巷31~60號,25.053507,121.6140897
121,住宅竊盜,2015-02-23,14,16,臺北市信義區大仁里福德街84巷1弄1~30號,25.0373138,121.5813288
122,住宅竊盜,2015-02-23,20,22,臺北市士林區蘭雅里德行東路31~60號,25.108934,121.53127
123,住宅竊盜,2015-02-24,12,14,臺北市萬華區萬大路493巷48弄1~30號,25.0196858,121.4993801
124,住宅竊盜,2015-02-24,16,18,臺北市北投區中心里8鄰泉源路31~60號,25.141262,121.508478
125,住宅竊盜,2015-02-24,20,22,臺北市內湖區西湖里26鄰內湖路1段285巷65弄61~90號,25.0845548,121.568392
126,住宅竊盜,2015-02-25,04,06,臺北市中正區黎明里南陽街1~30號,25.0457437,121.5161821
127,住宅竊盜,2015-02-25,08,10,臺北市士林區聖山里忠誠路1段147巷1~30號,25.1064599,121.5298476
128,住宅竊盜,2015-02-25,10,12,臺北市南港區舊莊里舊莊街1段145巷6弄1~30號,25.040309,121.620688
129,住宅竊盜,2015-02-26,02,04,臺北市大安區義安里敦化南路2段63巷31~60號,25.0310298,121.5505975
130,住宅竊盜,2015-02-26,14,16,臺北市中正區幸市里臨沂街33巷1~30號,25.0396828,121.5299403
131,住宅竊盜,2015-02-26,20,22,臺北市內湖區西湖里內湖路1段323巷14弄1~30號,25.0833414,121.5678344
132,住宅竊盜,2015-02-27,00,02,臺北市萬華區西寧南路206巷1~30號,25.0384502,121.5060268
133,住宅竊盜,2015-02-27,02,04,臺北市萬華區西園路2段151~180號,25.0293413,121.4957544
134,住宅竊盜,2015-02-27,10,12,臺北市北投區中央里大興街24巷7弄1~30號,25.1288871,121.4990095
135,住宅竊盜,2015-02-28,20,22,臺北市內湖區週美里新明路3800巷4弄1~30號,25.0558495,121.5823803
136,住宅竊盜,2015-02-28,20,22,臺北市萬華區東園街73巷61~90號,25.0266245,121.4982707
137,住宅竊盜,2015-03-02,08,10,臺北市松山區八德路4段106巷6弄1~30號,25.047257,121.561027
138,住宅竊盜,2015-03-04,00,02,臺北市北投區福興里自強街5巷61~90號,25.1124156,121.5149198
139,住宅竊盜,2015-03-04,16,18,臺北市士林區社新里延平北路6段273巷1~30號,25.0891303,121.5036087
140,住宅竊盜,2015-03-04,16,18,臺北市內湖區湖興里成功路2段312巷31~60號,25.0673299,121.5890404
141,住宅竊盜,2015-03-05,04,06,臺北市北投區吉慶里11鄰致遠二路1~30號,25.1144799,121.5118191
142,住宅竊盜,2015-03-05,04,06,臺北市萬華區和平西路3段55巷8弄1~30號,25.035843,121.502532
143,住宅竊盜,2015-03-05,14,16,臺北市內湖區葫洲里2鄰民權東路6段280巷25弄6之1~30號,25.071217,121.605892
144,住宅竊盜,2015-03-06,04,06,臺北市松山區八德路3段121~150號,25.0484306,121.5576098
145,住宅竊盜,2015-03-06,20,22,臺北市大安區建安里忠孝東路4段181巷40弄1~30號,25.0440806,121.5506111
146,住宅竊盜,2015-03-07,04,06,臺北市北投區大同里大業路481~510號,25.1326859,121.4956426
147,住宅竊盜,2015-03-08,16,18,臺北市萬華區內江街151~180號,25.0419457,121.5004727
148,住宅竊盜,2015-03-08,22,24,臺北市萬華區中華路2段416巷1~30號,25.0271884,121.5051301
149,住宅竊盜,2015-03-09,04,06,臺北市文山區萬盛里羅斯福路5段61~90號,25.0065212,121.5392862
150,住宅竊盜,2015-03-10,00,02,臺北市士林區天母里中山北路7段219巷1~30號,25.1280356,121.532797
151,住宅竊盜,2015-03-10,00,02,臺北市松山區八德路4段106巷10弄1~30號,25.0466418,121.5605192
152,住宅竊盜,2015-03-10,12,14,臺北市萬華區昆明街211~240號,25.0388957,121.5041103
153,住宅竊盜,2015-03-10,12,14,臺北市萬華區昆明街211~240號,25.0388957,121.5041103
154,住宅竊盜,2015-03-11,08,10,臺北市中山區新生北路22段58巷1~30號,25.0571998,121.5271207
155,住宅竊盜,2015-03-12,00,02,臺北市中正區水源里羅斯福路4段61~90號,25.0158852,121.5328386
156,住宅竊盜,2015-03-12,10,12,臺北市大同區至聖里大龍街259巷10弄1~30號,,
157,住宅竊盜,2015-03-12,16,18,臺北市大安區古莊里浦城街13巷1~30號,25.0245594,121.5271805
158,住宅竊盜,2015-03-13,02,04,臺北市北投區中庸里10鄰大同街181~210號,25.1328999,121.4993518
159,住宅竊盜,2015-03-13,22,24,臺北市中山區松江路37巷1~30號,25.0475837,121.5334206
160,住宅竊盜,2015-03-14,02,04,臺北市文山區試院里和興路91~120號,24.9853697,121.5493757
161,住宅竊盜,2015-03-15,02,04,臺北市萬華區長泰街271~300號,25.0212289,121.4939482
162,住宅竊盜,2015-03-16,02,04,臺北市萬華區中華路1段181~210號,25.0402329,121.507221
163,住宅竊盜,2015-03-16,08,10,臺北市中正區螢雪里水源路151~180號,25.0236222,121.5160928
164,住宅竊盜,2015-03-17,00,02,臺北市北投區榮華里17鄰明德路118巷1~30號,25.109527,121.5209475
165,住宅竊盜,2015-03-17,12,14,臺北市南港區萬福里同德路50巷1~30號,25.0453813,121.5847315
166,住宅竊盜,2015-03-19,12,14,臺北市文山區萬和里溪洲街61~90號,25.005707,121.5345865
167,住宅竊盜,2015-03-19,22,24,臺北市北投區永和里同德街44巷1~30號,25.1244025,121.5284763
168,住宅竊盜,2015-03-20,12,14,臺北市萬華區糖?里大理街160巷26弄1~30號,25.032109,121.493851
169,住宅竊盜,2015-03-20,18,20,臺北市松山區南京東路5段23巷7弄1~30號,25.0520049,121.5579155
170,住宅竊盜,2015-03-20,18,20,臺北市萬華區漢口街2段61~90號,25.0460902,121.5057973
171,住宅竊盜,2015-03-24,06,08,臺北市北投區永明里石牌路2段97巷1~30號,25.1176098,121.5162094
172,住宅竊盜,2015-03-24,08,10,臺北市松山區民權東路3段153巷3弄1~30號,25.060406,121.547792
173,住宅竊盜,2015-03-24,10,12,臺北市萬華區東園街85巷4弄1~30號,25.0257892,121.4966228
174,住宅竊盜,2015-03-25,12,14,臺北市中正區文祥里金山南路1段79巷1~30號,25.0368213,121.5280972
175,住宅竊盜,2015-03-25,14,16,臺北市大安區龍門里10鄰和平東路2段18巷13弄1~30號,25.023672,121.536054
176,住宅竊盜,2015-03-25,22,24,臺北市中山區合江街61~90號,25.0573187,121.5392425
177,住宅竊盜,2015-03-26,16,18,臺北市文山區興福里1鄰興隆路1段260巷1~30號,24.998994,121.545318
178,住宅竊盜,2015-03-27,18,20,臺北市文山區萬隆里羅斯福路5段241~270號,25.001689,121.539583
179,住宅竊盜,2015-03-27,18,20,臺北市信義區黎平里和平東路3段207巷6弄1~30號,25.023736,121.553785
180,住宅竊盜,2015-03-28,10,12,臺北市中山區民權東路3段1~30號,25.0625217,121.5388592
181,住宅竊盜,2015-03-29,08,10,臺北市松山區南京東路5段31~60號,25.0517742,121.5587911
182,住宅竊盜,2015-03-30,08,10,臺北市中山區松江路332﹑334號,25.0612037,121.5327892
183,住宅竊盜,2015-03-30,10,12,臺北市士林區平等里平菁街105巷1~30號,25.1288125,121.57533
184,住宅竊盜,2015-03-30,12,14,臺北市文山區萬利街2巷1~30號,24.999615,121.567018
185,住宅竊盜,2015-03-31,08,10,臺北市內湖區金瑞里金龍路1~30號,25.0859389,121.5895873
186,住宅竊盜,2015-03-31,22,24,臺北市萬華區萬大路493巷28弄1~30號,25.019636,121.498797
187,住宅竊盜,2015-04-01,00,02,臺北市中山區長春路241~270號,25.0548159,121.5393591
188,住宅竊盜,2015-04-01,12,14,臺北市士林區新安里新安路241~270號,25.1332106,121.5553439
189,住宅竊盜,2015-04-01,12,14,臺北市士林區天壽里5鄰天母西路22巷1~30號,25.1179295,121.5271982
190,住宅竊盜,2015-04-04,12,14,臺北市文山區木新里指南路1段31~60號,24.987773,121.57111
191,住宅竊盜,2015-04-04,20,22,臺北市松山區饒河街61~90號,25.05026,121.5730126
192,住宅竊盜,2015-04-05,12,14,臺北市文山區指南里指南路3段22巷1~30號,24.9833249,121.57879
193,住宅竊盜,2015-04-05,20,22,臺北市松山區光復北路31~60號,25.0499158,121.5580599
194,住宅竊盜,2015-04-05,22,24,臺北市內湖區港富里麗山街328巷1~30號,25.0829643,121.5732389
195,住宅竊盜,2015-04-05,22,24,臺北市大同區南芳里延平北路2段241~270號,25.0620649,121.511392
196,住宅竊盜,2015-04-07,02,04,臺北市萬華區雅江街31~60號,25.0429246,121.5015441
197,住宅竊盜,2015-04-07,10,12,臺北市中山區大直街84巷1~30號,25.084399,121.547117
198,住宅竊盜,2015-04-07,10,12,臺北市內湖區紫陽里文德路22巷59弄1~30號,25.0753288,121.5804476
199,住宅竊盜,2015-04-08,12,14,臺北市中正區螢雪里重慶南路3段74巷1~30號,25.026573,121.515408
200,住宅竊盜,2015-04-09,10,12,臺北市中山區農安街1~30號,25.0650243,121.5233533
201,住宅竊盜,2015-04-10,06,08,臺北市北投區吉利里23鄰吉利街320巷1弄1~30號,25.117336,121.5113951
202,住宅竊盜,2015-04-10,16,18,臺北市萬華區忠德里4鄰寶興街91~120號,25.0281777,121.4923031
203,住宅竊盜,2015-04-10,20,22,臺北市松山區民生東路5段181~210號,25.0593104,121.56566
204,住宅竊盜,2015-04-11,10,12,臺北市內湖區內湖路1段359巷1~30號,25.082374,121.5694528
205,住宅竊盜,2015-04-13,10,12,臺北市北投區智仁里杏林二路28巷1~30號,25.142321,121.49783
206,住宅竊盜,2015-04-13,12,14,臺北市萬華區貴陽街2段151~180號,25.0402787,121.5009376
207,住宅竊盜,2015-04-13,16,18,臺北市大同區永樂里甘谷街1~30號,25.0528961,121.5115874
208,住宅竊盜,2015-04-15,00,02,臺北市萬華區富民里4鄰貴陽街2段151~180號,25.04033,121.499389
209,住宅竊盜,2015-04-15,08,10,臺北市松山區民生東路4段55巷1~30號,25.0581516,121.5506096
210,住宅竊盜,2015-04-15,16,18,臺北市萬華區西園路2段261巷31~60號,25.0250863,121.4933959
211,住宅竊盜,2015-04-16,06,08,臺北市文山區萬和里1鄰溪州街137巷61~90號,24.99979,121.535979
212,住宅竊盜,2015-04-16,06,08,臺北市士林區三玉里忠誠路2段41巷1~30號,25.1099791,121.5316722
213,住宅竊盜,2015-04-16,12,14,臺北市中山區中山北路2段93巷1~30號,25.059309,121.523818
